User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
18.86,0.37,0:19.25,99%,18830458
18.81,0.39,0:19.22,99%,18830458
18.85,0.36,0:19.23,99%,18830458
18.85,0.37,0:19.43,98%,18830458
18.89,0.33,0:19.24,99%,18830458
18.80,0.42,0:19.24,99%,18830458
18.80,0.39,0:19.20,99%,18830458
18.90,0.34,0:19.37,99%,18830458
18.82,0.43,0:19.26,99%,18830458
18.85,0.39,0:19.37,99%,18830458
18.84,0.39,0:19.25,99%,18830458
18.92,0.31,0:19.36,99%,18830458
18.91,0.31,0:19.24,99%,18830458
18.96,0.28,0:19.34,99%,18830458
18.84,0.38,0:19.24,99%,18830458
18.87,0.34,0:19.34,99%,18830458
18.84,0.39,0:19.25,99%,18830458
18.84,0.37,0:19.36,99%,18830458
18.82,0.41,0:19.25,99%,18830458
18.79,0.41,0:19.21,99%,18830458
18.89,0.37,0:19.28,99%,18830458
18.80,0.41,0:19.33,99%,18830458
18.88,0.32,0:19.22,99%,18830458
18.80,0.43,0:19.24,99%,18830458
18.92,0.28,0:19.22,99%,18830458
18.86,0.38,0:19.35,99%,18830458
18.79,0.42,0:19.23,99%,18830458
18.87,0.33,0:19.22,99%,18830458
18.95,0.29,0:19.47,98%,18830458
18.88,0.36,0:19.25,99%,18830458
18.91,0.33,0:19.25,99%,18830458
18.90,0.33,0:19.34,99%,18830458
18.83,0.41,0:19.26,99%,18830458
18.88,0.33,0:19.31,99%,18830458
18.93,0.29,0:19.23,99%,18830458
18.78,0.43,0:19.22,99%,18830458
18.80,0.43,0:19.37,99%,18830458
18.80,0.43,0:19.25,99%,18830458
18.91,0.29,0:19.22,99%,18830458
18.86,0.35,0:19.37,99%,18830458
18.87,0.35,0:19.24,99%,18830458
18.88,0.33,0:19.23,99%,18830458
18.89,0.31,0:19.22,99%,18830458
18.82,0.41,0:19.52,98%,18830458
18.84,0.37,0:19.22,99%,18830458
18.85,0.39,0:19.25,99%,18830458
18.89,0.34,0:19.25,99%,18830458
18.88,0.35,0:19.24,99%,18830458
18.83,0.37,0:19.22,99%,18830458
18.82,0.38,0:19.39,99%,18830458
18.89,0.33,0:19.23,99%,18830458
18.82,0.44,0:19.28,99%,18830458
18.89,0.33,0:19.35,99%,18830458
18.86,0.40,0:19.27,99%,18830458
18.88,0.32,0:19.22,99%,18830458
18.83,0.37,0:19.39,99%,18830458
18.85,0.39,0:19.26,99%,18830458
18.90,0.32,0:19.23,99%,18830458
18.89,0.40,0:19.45,99%,18830458
18.78,0.43,0:19.22,99%,18830458
18.92,0.36,0:19.41,99%,18830458
18.94,0.33,0:19.29,99%,18830458
18.87,0.35,0:19.24,99%,18830458
18.96,0.25,0:19.22,99%,18830458
18.89,0.33,0:19.32,99%,18830458
18.85,0.37,0:19.29,99%,18830458
18.83,0.37,0:19.21,99%,18830458
18.85,0.37,0:19.23,99%,18830458
18.88,0.35,0:19.25,99%,18830458
18.84,0.37,0:19.23,99%,18830458
18.83,0.39,0:19.23,99%,18830458
18.88,0.33,0:19.23,99%,18830458
18.89,0.31,0:19.29,99%,18830458
18.90,0.39,0:19.30,99%,18830458
18.91,0.32,0:19.25,99%,18830458
18.89,0.34,0:19.25,99%,18830458
18.78,0.42,0:19.22,99%,18830458
18.83,0.37,0:19.22,99%,18830458
