User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
0.30,0.01,0:00.44,70%,294981
0.28,0.02,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,99%,294981
0.28,0.01,0:00.30,99%,294981
0.29,0.01,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.28,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.28,0.01,0:00.30,99%,294981
0.29,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.28,0.01,0:00.30,99%,294981
0.29,0.01,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,99%,294981
0.29,0.01,0:00.30,99%,294981
0.29,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,100%,294981
0.30,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.28,0.01,0:00.30,100%,294981
0.30,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,100%,294981
0.29,0.01,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.28,0.01,0:00.30,99%,294981
0.28,0.01,0:00.30,99%,294981
0.29,0.01,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,100%,294981
0.30,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,99%,294981
0.28,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.28,0.01,0:00.30,99%,294981
0.29,0.01,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.28,0.01,0:00.30,100%,294981
0.29,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.01,0:00.30,99%,294981
0.29,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.01,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.28,0.02,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.01,0:00.30,100%,294981
0.29,0.01,0:00.30,100%,294981
0.29,0.01,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.28,0.01,0:00.30,99%,294981
0.28,0.01,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,100%,294981
0.28,0.01,0:00.30,99%,294981
0.28,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.28,0.01,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.01,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.28,0.01,0:00.30,100%,294981
0.29,0.01,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,99%,294981
0.28,0.01,0:00.30,99%,294981
0.29,0.00,0:00.30,100%,294981
0.28,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.01,0:00.30,100%,294981
0.30,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,100%,294981
0.29,0.01,0:00.30,100%,294981
0.29,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.28,0.01,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,100%,294981
0.29,0.01,0:00.30,100%,294981
0.29,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.01,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.00,0:00.30,99%,294981
0.29,0.01,0:00.30,99%,294981
0.30,0.00,0:00.30,100%,294981
0.29,0.00,0:00.30,99%,294981
