User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
1.19,0.05,0:02.29,54%,1177378
1.20,0.03,0:01.23,99%,1177378
1.18,0.02,0:01.21,99%,1177378
1.17,0.03,0:01.21,99%,1177378
1.18,0.03,0:01.21,99%,1177378
1.18,0.02,0:01.20,100%,1177378
1.18,0.02,0:01.21,100%,1177378
1.18,0.02,0:01.20,100%,1177378
1.21,0.02,0:01.23,99%,1177378
1.29,0.01,0:01.31,99%,1177378
1.19,0.01,0:01.20,99%,1177378
1.19,0.01,0:01.20,99%,1177378
1.18,0.01,0:01.20,99%,1177378
1.20,0.02,0:01.22,100%,1177378
1.18,0.02,0:01.21,100%,1177378
1.18,0.01,0:01.20,99%,1177378
1.18,0.02,0:01.21,99%,1177378
1.19,0.02,0:01.21,99%,1177378
1.19,0.01,0:01.20,99%,1177378
1.18,0.02,0:01.20,100%,1177378
1.18,0.02,0:01.20,99%,1177378
1.16,0.04,0:01.20,99%,1177378
1.16,0.03,0:01.20,99%,1177378
1.19,0.01,0:01.20,100%,1177378
1.17,0.03,0:01.20,99%,1177378
1.19,0.01,0:01.20,99%,1177378
1.18,0.02,0:01.20,99%,1177378
1.17,0.03,0:01.20,100%,1177378
1.18,0.01,0:01.20,99%,1177378
1.17,0.03,0:01.20,100%,1177378
1.19,0.01,0:01.20,100%,1177378
1.17,0.03,0:01.20,100%,1177378
1.19,0.00,0:01.20,100%,1177378
1.17,0.03,0:01.20,99%,1177378
1.19,0.01,0:01.20,99%,1177378
1.18,0.02,0:01.21,100%,1177378
1.19,0.01,0:01.20,100%,1177378
1.18,0.02,0:01.20,100%,1177378
1.19,0.00,0:01.20,99%,1177378
1.19,0.01,0:01.21,99%,1177378
1.18,0.02,0:01.20,100%,1177378
1.17,0.02,0:01.20,99%,1177378
1.16,0.04,0:01.20,99%,1177378
1.19,0.01,0:01.20,99%,1177378
1.19,0.01,0:01.20,99%,1177378
1.18,0.01,0:01.20,99%,1177378
1.18,0.02,0:01.20,100%,1177378
1.17,0.02,0:01.20,99%,1177378
1.18,0.02,0:01.20,99%,1177378
1.18,0.01,0:01.20,99%,1177378
1.18,0.02,0:01.20,100%,1177378
1.18,0.01,0:01.20,99%,1177378
1.18,0.02,0:01.20,100%,1177378
1.18,0.02,0:01.20,99%,1177378
