User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
10.32,1.20,0:11.66,98%,9415329
9.58,0.72,0:09.92,103%,9415329
9.65,0.68,0:09.78,105%,9415329
9.60,0.67,0:09.77,105%,9415329
9.60,0.69,0:09.77,105%,9415329
9.58,0.76,0:09.80,105%,9415329
9.49,0.78,0:09.85,104%,9415329
9.55,0.73,0:09.83,104%,9415329
9.61,0.69,0:09.83,104%,9415329
9.61,0.71,0:09.79,105%,9415329
9.55,0.74,0:09.86,104%,9415329
9.51,0.79,0:09.82,104%,9415329
9.55,0.74,0:09.87,104%,9415329
9.54,0.74,0:09.86,104%,9415329
9.55,0.75,0:09.87,104%,9415329
9.54,0.75,0:09.82,104%,9415329
9.61,0.70,0:09.83,104%,9415329
9.57,0.70,0:09.79,105%,9415329
9.49,0.76,0:09.74,105%,9415329
9.61,0.70,0:09.88,104%,9415329
9.52,0.77,0:09.85,104%,9415329
9.60,0.71,0:09.79,105%,9415329
9.57,0.75,0:09.88,104%,9415329
9.61,0.70,0:09.84,104%,9415329
9.61,0.69,0:09.87,104%,9415329
9.58,0.73,0:09.88,104%,9415329
9.60,0.69,0:09.82,104%,9415329
9.61,0.69,0:09.82,105%,9415329
9.58,0.71,0:09.82,104%,9415329
9.50,0.77,0:09.80,104%,9415329
9.54,0.77,0:09.80,105%,9415329
9.54,0.76,0:09.80,105%,9415329
9.57,0.74,0:09.85,104%,9415329
9.55,0.75,0:09.80,105%,9415329
9.60,0.70,0:09.83,104%,9415329
9.56,0.75,0:09.78,105%,9415329
9.61,0.69,0:09.78,105%,9415329
9.53,0.74,0:09.76,105%,9415329
9.54,0.74,0:09.76,105%,9415329
9.52,0.76,0:09.84,104%,9415329
9.49,0.81,0:09.77,105%,9415329
9.60,0.72,0:09.89,104%,9415329
9.54,0.77,0:09.84,104%,9415329
9.59,0.68,0:09.77,105%,9415329
9.54,0.76,0:09.88,104%,9415329
9.53,0.76,0:09.82,104%,9415329
9.64,0.66,0:09.78,105%,9415329
9.62,0.70,0:09.85,104%,9415329
9.59,0.69,0:09.78,105%,9415329
9.57,0.71,0:09.86,104%,9415329
9.60,0.70,0:09.97,103%,9415329
9.56,0.73,0:09.83,104%,9415329
9.60,0.70,0:09.77,105%,9415329
9.55,0.74,0:09.87,104%,9415329
9.63,0.67,0:09.84,104%,9415329
