User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
0.32,0.04,0:00.46,78%,294950
0.29,0.03,0:00.30,105%,294950
0.29,0.02,0:00.30,105%,294950
0.30,0.01,0:00.31,105%,294950
0.29,0.03,0:00.30,105%,294950
0.29,0.03,0:00.30,105%,294950
0.30,0.01,0:00.31,105%,294950
0.29,0.02,0:00.30,105%,294950
0.30,0.01,0:00.30,105%,294950
0.30,0.01,0:00.30,105%,294950
0.27,0.05,0:00.30,106%,294950
0.29,0.03,0:00.30,105%,294950
0.30,0.02,0:00.31,105%,294950
0.30,0.02,0:00.30,105%,294950
0.29,0.03,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.30,0.02,0:00.31,105%,294950
0.28,0.03,0:00.31,105%,294950
0.29,0.03,0:00.30,105%,294950
0.31,0.01,0:00.31,105%,294950
0.28,0.04,0:00.30,104%,294950
0.29,0.03,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.31,0.00,0:00.30,104%,294950
0.30,0.02,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.29,0.03,0:00.31,106%,294950
0.29,0.03,0:00.30,105%,294950
0.30,0.02,0:00.31,105%,294950
0.30,0.01,0:00.30,105%,294950
0.30,0.01,0:00.31,105%,294950
0.31,0.01,0:00.31,105%,294950
0.29,0.02,0:00.31,105%,294950
0.30,0.02,0:00.30,105%,294950
0.29,0.02,0:00.30,105%,294950
0.29,0.03,0:00.30,105%,294950
0.29,0.03,0:00.30,105%,294950
0.29,0.03,0:00.30,105%,294950
0.29,0.03,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.29,0.02,0:00.30,105%,294950
0.29,0.03,0:00.30,105%,294950
0.29,0.02,0:00.30,105%,294950
0.30,0.02,0:00.31,105%,294950
0.29,0.02,0:00.30,105%,294950
0.30,0.02,0:00.31,105%,294950
0.30,0.03,0:00.31,105%,294950
0.29,0.03,0:00.32,100%,294950
0.30,0.02,0:00.30,104%,294950
0.30,0.01,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.30,0.01,0:00.30,105%,294950
0.29,0.03,0:00.30,105%,294950
0.29,0.03,0:00.30,105%,294950
0.29,0.02,0:00.30,104%,294950
0.30,0.02,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.30,0.01,0:00.30,105%,294950
0.29,0.02,0:00.30,105%,294950
0.29,0.02,0:00.30,105%,294950
0.29,0.02,0:00.30,105%,294950
0.30,0.01,0:00.31,105%,294950
0.30,0.01,0:00.31,105%,294950
0.29,0.03,0:00.30,105%,294950
0.30,0.02,0:00.30,104%,294950
0.30,0.02,0:00.31,104%,294950
0.30,0.02,0:00.30,105%,294950
0.30,0.02,0:00.31,105%,294950
0.29,0.03,0:00.31,105%,294950
0.30,0.02,0:00.31,105%,294950
0.30,0.02,0:00.31,105%,294950
0.30,0.01,0:00.30,104%,294950
0.30,0.01,0:00.30,105%,294950
0.29,0.03,0:00.30,105%,294950
0.29,0.02,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.29,0.02,0:00.30,105%,294950
0.29,0.03,0:00.30,105%,294950
0.29,0.02,0:00.30,105%,294950
0.30,0.02,0:00.31,104%,294950
0.30,0.02,0:00.31,104%,294950
0.30,0.02,0:00.31,105%,294950
0.31,0.02,0:00.33,99%,294950
0.31,0.01,0:00.36,92%,294950
0.30,0.02,0:00.31,104%,294950
0.30,0.02,0:00.31,105%,294950
0.30,0.01,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.31,0.01,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.31,0.01,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.30,0.02,0:00.30,105%,294950
0.31,0.01,0:00.30,104%,294950
0.30,0.02,0:00.32,103%,294950
0.30,0.02,0:00.34,95%,294950
0.27,0.04,0:00.33,96%,294950
0.30,0.02,0:00.34,95%,294950
0.30,0.01,0:00.34,95%,294950
0.30,0.02,0:00.34,95%,294950
0.29,0.02,0:00.33,95%,294950
0.30,0.02,0:00.33,98%,294950
0.30,0.03,0:00.34,95%,294950
0.30,0.02,0:00.34,97%,294950
0.30,0.02,0:00.32,99%,294950
0.30,0.02,0:00.34,95%,294950
0.30,0.02,0:00.34,95%,294950
0.31,0.01,0:00.34,95%,294950
0.31,0.01,0:00.31,105%,294950
0.30,0.02,0:00.32,99%,294950
0.29,0.02,0:00.33,98%,294950
0.29,0.02,0:00.31,101%,294950
0.28,0.04,0:00.34,94%,294950
0.30,0.02,0:00.33,96%,294950
0.30,0.02,0:00.34,95%,294950
0.30,0.02,0:00.33,99%,294950
0.29,0.03,0:00.33,96%,294950
0.29,0.03,0:00.34,94%,294950
0.29,0.02,0:00.33,98%,294950
0.30,0.02,0:00.34,95%,294950
0.31,0.02,0:00.34,95%,294950
0.30,0.02,0:00.33,95%,294950
0.29,0.03,0:00.34,95%,294950
0.29,0.02,0:00.32,99%,294950
0.30,0.01,0:00.32,98%,294950
0.30,0.02,0:00.33,97%,294950
0.30,0.02,0:00.34,95%,294950
0.30,0.02,0:00.34,95%,294950
0.30,0.02,0:00.34,95%,294950
0.31,0.01,0:00.33,97%,294950
0.30,0.01,0:00.33,97%,294950
0.31,0.01,0:00.34,95%,294950
0.30,0.02,0:00.34,96%,294950
0.29,0.02,0:00.32,100%,294950
0.30,0.02,0:00.34,95%,294950
0.30,0.02,0:00.34,95%,294950
0.30,0.02,0:00.37,86%,294950
0.30,0.02,0:00.32,100%,294950
0.30,0.02,0:00.30,105%,294950
0.30,0.02,0:00.31,103%,294950
0.29,0.02,0:00.33,98%,294950
0.29,0.03,0:00.34,95%,294950
0.31,0.01,0:00.34,95%,294950
0.30,0.02,0:00.34,95%,294950
0.30,0.02,0:00.34,96%,294950
0.29,0.03,0:00.34,96%,294950
0.30,0.02,0:00.32,99%,294950
0.30,0.02,0:00.34,95%,294950
0.30,0.02,0:00.32,100%,294950
0.30,0.01,0:00.34,94%,294950
0.29,0.03,0:00.34,94%,294950
0.28,0.03,0:00.33,98%,294950
0.31,0.01,0:00.31,105%,294950
0.29,0.03,0:00.33,98%,294950
0.29,0.03,0:00.32,98%,294950
0.30,0.02,0:00.34,94%,294950
0.31,0.00,0:00.33,96%,294950
0.30,0.02,0:00.34,95%,294950
0.30,0.01,0:00.33,95%,294950
0.31,0.01,0:00.33,98%,294950
0.31,0.01,0:00.34,97%,294950
0.29,0.03,0:00.33,96%,294950
0.30,0.01,0:00.33,98%,294950
0.30,0.02,0:00.34,94%,294950
0.28,0.04,0:00.34,95%,294950
0.30,0.02,0:00.33,96%,294950
0.28,0.04,0:00.37,87%,294950
0.28,0.03,0:00.30,104%,294950
0.31,0.02,0:00.32,103%,294950
0.31,0.02,0:00.34,98%,294950
0.30,0.02,0:00.33,97%,294950
0.29,0.02,0:00.33,94%,294950
0.31,0.01,0:00.35,94%,294950
0.29,0.02,0:00.33,96%,294950
0.29,0.03,0:00.33,97%,294950
0.30,0.02,0:00.34,95%,294950
0.29,0.03,0:00.34,96%,294950
0.29,0.03,0:00.32,99%,294950
0.30,0.02,0:00.34,95%,294950
0.30,0.02,0:00.34,95%,294950
0.29,0.02,0:00.33,97%,294950
0.30,0.02,0:00.36,89%,294950
0.29,0.03,0:00.31,105%,294950
0.29,0.03,0:00.33,99%,294950
0.31,0.02,0:00.34,96%,294950
0.30,0.01,0:00.32,100%,294950
0.30,0.02,0:00.34,94%,294950
0.30,0.01,0:00.33,98%,294950
0.29,0.03,0:00.34,95%,294950
0.31,0.01,0:00.33,97%,294950
0.30,0.02,0:00.34,96%,294950
0.30,0.02,0:00.34,95%,294950
0.30,0.01,0:00.32,99%,294950
0.30,0.02,0:00.34,95%,294950
0.30,0.02,0:00.33,95%,294950
0.29,0.02,0:00.33,97%,294950
0.29,0.03,0:00.33,98%,294950
