User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
4.81,0.35,0:04.95,104%,4708020
4.82,0.35,0:04.96,104%,4708020
4.74,0.40,0:04.90,105%,4708020
4.76,0.40,0:04.95,104%,4708020
4.76,0.37,0:04.93,104%,4708020
4.80,0.36,0:04.91,105%,4708020
4.77,0.35,0:04.93,103%,4708020
4.78,0.35,0:04.93,104%,4708020
4.81,0.35,0:04.94,104%,4708020
4.78,0.37,0:04.94,104%,4708020
4.78,0.37,0:04.94,104%,4708020
4.72,0.41,0:04.88,105%,4708020
4.76,0.39,0:04.94,104%,4708020
4.80,0.34,0:04.93,104%,4708020
4.80,0.34,0:04.89,105%,4708020
4.76,0.37,0:04.93,104%,4708020
4.78,0.36,0:04.93,104%,4708020
4.81,0.34,0:04.88,105%,4708020
4.78,0.36,0:04.94,104%,4708020
4.76,0.37,0:04.93,104%,4708020
4.78,0.35,0:04.87,105%,4708020
4.79,0.36,0:04.94,104%,4708020
4.81,0.33,0:04.94,104%,4708020
4.80,0.35,0:04.94,104%,4708020
4.76,0.39,0:04.94,104%,4708020
4.76,0.38,0:04.93,104%,4708020
4.76,0.36,0:04.88,105%,4708020
4.77,0.37,0:04.93,104%,4708020
4.76,0.37,0:04.93,104%,4708020
4.77,0.36,0:04.87,105%,4708020
4.80,0.34,0:04.94,104%,4708020
4.80,0.36,0:04.95,104%,4708020
4.80,0.37,0:04.94,104%,4708020
4.79,0.35,0:04.93,104%,4708020
4.77,0.35,0:04.93,104%,4708020
4.79,0.36,0:04.89,105%,4708020
4.75,0.38,0:04.93,104%,4708020
4.77,0.39,0:04.94,104%,4708020
4.78,0.38,0:04.96,104%,4708020
4.75,0.38,0:04.93,104%,4708020
4.81,0.34,0:04.94,104%,4708020
4.75,0.41,0:04.94,104%,4708020
4.75,0.39,0:04.94,104%,4708020
4.77,0.39,0:04.94,104%,4708020
4.78,0.36,0:04.93,104%,4708020
4.80,0.36,0:04.95,104%,4708020
4.80,0.36,0:04.95,104%,4708020
4.77,0.37,0:04.93,104%,4708020
4.77,0.37,0:04.94,104%,4708020
4.80,0.35,0:04.94,104%,4708020
