User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
0.16,0.02,0:00.27,67%,147572
0.15,0.01,0:00.17,95%,147572
0.14,0.02,0:00.16,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,106%,147572
0.15,0.01,0:00.15,105%,147572
0.16,0.00,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.13,0.02,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,106%,147572
0.15,0.01,0:00.15,106%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.02,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.16,0.00,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.02,0:00.15,105%,147572
0.14,0.01,0:00.15,106%,147572
0.15,0.00,0:00.15,105%,147572
0.15,0.01,0:00.15,106%,147572
0.15,0.00,0:00.15,105%,147572
0.14,0.02,0:00.15,106%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.16,0.00,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,106%,147572
0.14,0.02,0:00.15,105%,147572
0.15,0.01,0:00.15,106%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.00,0:00.15,105%,147572
0.15,0.00,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.16,0.00,0:00.15,105%,147572
0.13,0.02,0:00.15,106%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.02,0:00.15,106%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,104%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.14,0.02,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,106%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,106%,147572
0.14,0.01,0:00.15,106%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.02,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.00,0:00.15,104%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.02,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.16,0.00,0:00.16,100%,147572
0.14,0.01,0:00.15,106%,147572
0.15,0.00,0:00.15,105%,147572
0.15,0.00,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.14,0.02,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,104%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.13,0.03,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.02,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.00,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.02,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.02,0:00.15,105%,147572
0.13,0.03,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.16,0.00,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.00,0:00.15,105%,147572
0.14,0.02,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.16,104%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.00,0:00.15,105%,147572
0.15,0.01,0:00.16,106%,147572
0.14,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.00,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.16,105%,147572
0.16,0.01,0:00.16,107%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.00,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,106%,147572
0.14,0.02,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.16,104%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.16,0.00,0:00.15,105%,147572
0.15,0.00,0:00.15,106%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.16,0.00,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.02,0:00.17,97%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.00,0:00.15,105%,147572
0.15,0.00,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.16,0.00,0:00.15,106%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.00,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,106%,147572
0.15,0.01,0:00.15,105%,147572
0.15,0.01,0:00.15,105%,147572
0.14,0.01,0:00.15,105%,147572
