User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
1.18,0.10,0:01.22,105%,1177372
1.19,0.10,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.21,0.07,0:01.22,105%,1177372
1.19,0.09,0:01.21,105%,1177372
1.19,0.08,0:01.22,105%,1177372
1.20,0.07,0:01.22,105%,1177372
1.19,0.08,0:01.22,105%,1177372
1.16,0.12,0:01.22,105%,1177372
1.20,0.07,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.18,0.09,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.21,0.08,0:01.22,105%,1177372
1.18,0.10,0:01.23,104%,1177372
1.20,0.08,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.19,0.10,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.21,0.07,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.21,0.07,0:01.22,105%,1177372
1.21,0.07,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.21,0.07,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.21,0.08,0:01.22,105%,1177372
1.18,0.09,0:01.22,105%,1177372
1.19,0.10,0:01.22,105%,1177372
1.19,0.08,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.21,0.08,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.21,0.08,0:01.23,105%,1177372
1.17,0.11,0:01.23,104%,1177372
1.19,0.09,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.18,0.11,0:01.22,105%,1177372
1.16,0.11,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.19,0.09,0:01.21,105%,1177372
1.17,0.12,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.21,0.08,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.18,0.09,0:01.22,105%,1177372
1.20,0.07,0:01.22,105%,1177372
1.21,0.07,0:01.22,105%,1177372
1.16,0.12,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.21,0.07,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.21,0.07,0:01.27,101%,1177372
1.19,0.09,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.19,0.08,0:01.21,105%,1177372
1.19,0.09,0:01.21,105%,1177372
1.19,0.10,0:01.22,105%,1177372
1.19,0.08,0:01.21,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.20,0.07,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.18,0.11,0:01.22,105%,1177372
1.20,0.08,0:01.23,105%,1177372
1.19,0.08,0:01.21,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.18,0.09,0:01.22,105%,1177372
1.18,0.09,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.21,0.08,0:01.23,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.17,0.11,0:01.22,105%,1177372
1.21,0.08,0:01.22,105%,1177372
1.18,0.09,0:01.22,105%,1177372
1.18,0.09,0:01.21,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.21,0.08,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.19,0.10,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.20,0.09,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.20,0.08,0:01.22,105%,1177372
1.21,0.07,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.18,0.10,0:01.23,104%,1177372
1.20,0.08,0:01.22,105%,1177372
1.18,0.10,0:01.22,105%,1177372
1.20,0.08,0:01.23,105%,1177372
1.19,0.10,0:01.22,105%,1177372
1.21,0.09,0:01.23,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.19,0.08,0:01.21,105%,1177372
1.19,0.09,0:01.22,105%,1177372
1.20,0.09,0:01.24,104%,1177372
1.19,0.08,0:01.22,105%,1177372
