User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
10.37,0.16,0:04.45,236%,478615
10.29,0.09,0:04.34,238%,478615
10.60,0.17,0:04.54,237%,478615
10.21,0.16,0:04.37,237%,478615
10.40,0.13,0:04.48,234%,478615
10.18,0.15,0:04.34,237%,478615
10.29,0.14,0:04.38,237%,478615
10.27,0.14,0:04.36,239%,478615
10.36,0.14,0:04.42,237%,478615
10.20,0.16,0:04.27,242%,478615
10.36,0.16,0:04.45,236%,478615
10.39,0.14,0:04.45,236%,478615
10.25,0.10,0:04.33,239%,478615
10.41,0.12,0:04.44,237%,478615
10.32,0.12,0:04.45,234%,478615
10.65,0.13,0:04.57,235%,478615
10.24,0.17,0:04.35,239%,478615
10.17,0.16,0:04.30,239%,478615
10.28,0.18,0:04.47,233%,478615
10.20,0.12,0:04.33,238%,478615
10.24,0.16,0:04.39,237%,478615
10.36,0.14,0:04.42,237%,478615
10.30,0.14,0:04.36,239%,478615
10.51,0.14,0:04.52,235%,478615
10.25,0.14,0:04.31,241%,478615
10.51,0.11,0:04.47,237%,478615
10.37,0.14,0:04.44,236%,478615
10.50,0.10,0:04.42,239%,478615
10.18,0.14,0:04.33,238%,478615
10.37,0.12,0:04.41,237%,478615
10.32,0.16,0:04.41,237%,478615
10.64,0.14,0:04.56,236%,478615
10.25,0.13,0:04.33,239%,478615
10.30,0.15,0:04.37,239%,478615
10.35,0.10,0:04.42,236%,478615
10.48,0.13,0:04.45,238%,478615
10.62,0.10,0:04.52,237%,478615
10.35,0.13,0:04.41,237%,478615
10.45,0.12,0:04.42,239%,478615
10.14,0.19,0:04.32,239%,478615
10.57,0.15,0:04.51,237%,478615
10.28,0.19,0:04.40,237%,478615
10.47,0.15,0:04.53,234%,478615
10.18,0.12,0:04.33,237%,478615
10.37,0.15,0:04.49,234%,478615
10.28,0.16,0:04.39,237%,478615
10.31,0.13,0:04.43,235%,478615
10.44,0.17,0:04.46,237%,478615
10.39,0.15,0:04.40,239%,478615
10.26,0.15,0:04.38,237%,478615
10.41,0.12,0:04.43,237%,478615
10.29,0.15,0:04.36,239%,478615
10.23,0.15,0:04.39,236%,478615
10.47,0.17,0:04.45,238%,478615
10.38,0.12,0:04.41,238%,478615
10.23,0.14,0:04.36,237%,478615
10.31,0.13,0:04.39,237%,478615
10.30,0.14,0:04.42,236%,478615
10.43,0.16,0:04.52,234%,478615
10.46,0.15,0:04.55,233%,478615
10.33,0.15,0:04.41,237%,478615
10.59,0.13,0:04.54,235%,478615
10.29,0.10,0:04.38,237%,478615
10.51,0.14,0:04.46,238%,478615
10.38,0.15,0:04.41,238%,478615
10.35,0.14,0:04.45,235%,478615
10.50,0.12,0:04.46,238%,478615
10.23,0.17,0:04.36,238%,478615
10.34,0.14,0:04.39,238%,478615
10.34,0.14,0:04.40,238%,478615
10.18,0.14,0:04.34,237%,478615
10.28,0.16,0:04.39,237%,478615
10.47,0.15,0:04.48,236%,478615
10.25,0.14,0:04.37,237%,478615
10.31,0.16,0:04.36,239%,478615
10.26,0.14,0:04.41,235%,478615
10.32,0.13,0:04.40,237%,478615
10.39,0.13,0:04.46,235%,478615
10.38,0.17,0:04.44,237%,478615
10.50,0.14,0:04.50,236%,478615
10.46,0.15,0:04.48,236%,478615
10.27,0.13,0:04.40,236%,478615
10.33,0.12,0:04.35,240%,478615
10.39,0.16,0:04.39,240%,478615
10.30,0.17,0:04.37,239%,478615
10.17,0.15,0:04.32,238%,478615
10.52,0.15,0:04.55,234%,478615
10.44,0.11,0:04.46,236%,478615
10.55,0.13,0:04.46,239%,478615
10.36,0.14,0:04.43,237%,478615
10.42,0.13,0:04.45,237%,478615
10.45,0.12,0:04.40,240%,478615
10.33,0.15,0:04.47,234%,478615
10.34,0.16,0:04.40,238%,478615
10.12,0.13,0:04.33,236%,478615
10.42,0.14,0:04.42,238%,478615
10.32,0.14,0:04.38,238%,478615
10.53,0.17,0:04.54,235%,478615
10.47,0.13,0:04.45,238%,478615
10.15,0.12,0:04.29,239%,478615
10.43,0.11,0:04.46,236%,478615
10.25,0.18,0:04.40,237%,478615
10.45,0.11,0:04.42,238%,478615
10.49,0.11,0:04.42,239%,478615
10.21,0.12,0:04.34,238%,478615
10.20,0.13,0:04.33,238%,478615
10.39,0.14,0:04.43,237%,478615
10.40,0.12,0:04.43,237%,478615
10.17,0.13,0:04.32,238%,478615
10.17,0.13,0:04.34,237%,478615
10.23,0.13,0:04.37,236%,478615
10.15,0.16,0:04.31,238%,478615
10.33,0.12,0:04.37,239%,478615
10.22,0.12,0:04.40,235%,478615
10.39,0.14,0:04.48,235%,478615
10.40,0.21,0:04.48,236%,478615
10.47,0.14,0:04.43,239%,478615
10.17,0.16,0:04.36,236%,478615
10.30,0.15,0:04.37,239%,478615
10.34,0.14,0:04.39,238%,478615
10.31,0.17,0:04.42,237%,478615
10.42,0.13,0:04.44,237%,478615
10.31,0.14,0:04.41,237%,478615
10.45,0.11,0:04.45,237%,478615
10.22,0.17,0:04.38,237%,478615
10.20,0.13,0:04.33,238%,478615
10.39,0.19,0:04.44,238%,478615
10.43,0.15,0:04.47,236%,478615
10.33,0.15,0:04.38,239%,478615
10.42,0.14,0:04.42,238%,478615
10.25,0.15,0:04.38,237%,478615
10.34,0.13,0:04.38,238%,478615
10.47,0.15,0:04.49,236%,478615
10.16,0.16,0:04.29,240%,478615
10.16,0.14,0:04.33,237%,478615
10.36,0.17,0:04.46,235%,478615
10.20,0.16,0:04.38,236%,478615
10.46,0.14,0:04.50,235%,478615
10.43,0.13,0:04.45,237%,478615
