User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
5.11,0.08,0:02.17,239%,240746
5.23,0.06,0:02.23,237%,240746
5.20,0.08,0:02.24,235%,240746
5.20,0.07,0:02.25,234%,240746
5.09,0.06,0:02.15,238%,240746
5.28,0.09,0:02.28,234%,240746
5.15,0.08,0:02.23,234%,240746
5.07,0.05,0:02.15,238%,240746
5.21,0.08,0:02.24,236%,240746
5.28,0.06,0:02.26,236%,240746
5.03,0.08,0:02.16,236%,240746
5.17,0.06,0:02.22,236%,240746
5.15,0.09,0:02.20,238%,240746
5.21,0.08,0:02.25,235%,240746
5.15,0.09,0:02.20,237%,240746
5.15,0.06,0:02.19,237%,240746
5.07,0.08,0:02.21,233%,240746
5.20,0.09,0:02.27,233%,240746
5.25,0.07,0:02.24,236%,240746
5.16,0.11,0:02.22,237%,240746
5.07,0.09,0:02.18,236%,240746
5.26,0.06,0:02.24,237%,240746
5.23,0.06,0:02.22,238%,240746
5.32,0.08,0:02.30,235%,240746
5.28,0.08,0:02.28,235%,240746
5.16,0.07,0:02.20,237%,240746
5.29,0.04,0:02.28,234%,240746
5.17,0.07,0:02.25,233%,240746
5.30,0.08,0:02.29,234%,240746
5.20,0.08,0:02.30,229%,240746
5.24,0.06,0:02.28,233%,240746
5.29,0.05,0:02.32,230%,240746
5.22,0.06,0:02.22,238%,240746
5.25,0.03,0:02.19,241%,240746
5.05,0.10,0:02.16,238%,240746
5.23,0.08,0:02.25,235%,240746
5.13,0.07,0:02.19,237%,240746
5.05,0.10,0:02.19,234%,240746
5.19,0.08,0:02.21,237%,240746
5.23,0.06,0:02.23,237%,240746
5.14,0.07,0:02.19,237%,240746
5.02,0.07,0:02.16,236%,240746
5.23,0.07,0:02.25,236%,240746
4.97,0.08,0:02.13,236%,240746
5.04,0.11,0:02.17,237%,240746
5.17,0.09,0:02.24,234%,240746
5.27,0.13,0:02.32,232%,240746
5.22,0.09,0:02.27,233%,240746
5.17,0.10,0:02.26,233%,240746
5.02,0.11,0:02.15,239%,240746
5.08,0.07,0:02.15,239%,240746
5.30,0.05,0:02.29,234%,240746
5.12,0.07,0:02.19,236%,240746
5.05,0.10,0:02.18,236%,240746
5.20,0.11,0:02.26,235%,240746
5.14,0.10,0:02.18,240%,240746
5.01,0.11,0:02.17,236%,240746
5.18,0.07,0:02.20,238%,240746
5.18,0.08,0:02.23,236%,240746
