User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
39.81,0.58,0:16.93,238%,1909048
39.98,0.50,0:17.07,237%,1909048
39.98,0.51,0:17.24,234%,1909048
39.61,0.54,0:16.86,238%,1909048
40.36,0.55,0:17.50,233%,1909048
39.82,0.51,0:17.04,236%,1909048
39.84,0.52,0:17.18,234%,1909048
40.16,0.48,0:17.32,234%,1909048
40.09,0.55,0:17.24,235%,1909048
39.75,0.46,0:16.98,236%,1909048
40.01,0.52,0:17.12,236%,1909048
39.52,0.48,0:16.93,236%,1909048
39.71,0.53,0:17.03,236%,1909048
40.28,0.48,0:17.38,234%,1909048
39.65,0.50,0:16.92,237%,1909048
39.73,0.57,0:17.14,235%,1909048
39.57,0.62,0:16.94,237%,1909048
40.75,0.48,0:17.59,234%,1909048
39.78,0.54,0:16.94,238%,1909048
39.91,0.56,0:17.09,236%,1909048
40.08,0.48,0:17.21,235%,1909048
39.77,0.48,0:17.00,236%,1909048
39.63,0.53,0:16.98,236%,1909048
40.17,0.54,0:17.23,236%,1909048
39.78,0.50,0:17.10,235%,1909048
39.80,0.52,0:17.09,235%,1909048
39.61,0.53,0:16.88,237%,1909048
39.67,0.47,0:16.95,236%,1909048
40.10,0.56,0:17.30,234%,1909048
39.34,0.59,0:16.73,238%,1909048
39.43,0.55,0:16.92,236%,1909048
39.94,0.52,0:17.12,236%,1909048
39.94,0.45,0:17.11,236%,1909048
39.98,0.50,0:17.02,237%,1909048
39.78,0.50,0:17.03,236%,1909048
39.76,0.45,0:16.95,237%,1909048
39.35,0.46,0:16.58,240%,1909048
40.08,0.57,0:17.20,236%,1909048
39.40,0.56,0:16.93,236%,1909048
39.63,0.40,0:16.86,237%,1909048
40.52,0.47,0:17.31,236%,1909048
39.85,0.60,0:17.14,236%,1909048
39.41,0.48,0:16.79,237%,1909048
40.22,0.43,0:17.23,235%,1909048
39.55,0.46,0:16.82,237%,1909048
39.56,0.51,0:16.85,237%,1909048
40.11,0.52,0:17.24,235%,1909048
40.03,0.56,0:17.17,236%,1909048
40.06,0.47,0:17.22,235%,1909048
39.54,0.55,0:16.92,237%,1909048
40.27,0.51,0:17.21,236%,1909048
39.81,0.54,0:16.94,238%,1909048
39.79,0.54,0:16.93,238%,1909048
39.59,0.47,0:16.92,236%,1909048
39.58,0.46,0:16.97,235%,1909048
40.12,0.54,0:17.37,234%,1909048
40.34,0.54,0:17.32,236%,1909048
39.72,0.49,0:16.88,238%,1909048
40.30,0.55,0:17.33,235%,1909048
39.91,0.54,0:17.15,235%,1909048
40.15,0.53,0:17.18,236%,1909048
40.33,0.53,0:17.42,234%,1909048
40.62,0.60,0:17.54,234%,1909048
39.58,0.54,0:16.96,236%,1909048
39.73,0.54,0:16.91,238%,1909048
