User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
0.33,0.00,0:00.16,213%,16634
0.32,0.02,0:00.16,208%,16634
0.31,0.02,0:00.15,210%,16634
0.31,0.03,0:00.15,217%,16634
0.34,0.01,0:00.17,206%,16634
0.31,0.02,0:00.15,215%,16634
0.31,0.02,0:00.15,211%,16634
0.31,0.01,0:00.15,208%,16634
0.33,0.03,0:00.16,215%,16634
0.30,0.02,0:00.15,215%,16634
0.31,0.02,0:00.16,204%,16634
0.36,0.01,0:00.17,214%,16634
0.31,0.02,0:00.16,209%,16634
0.37,0.02,0:00.18,214%,16634
0.35,0.02,0:00.17,213%,16634
0.33,0.03,0:00.17,212%,16634
0.37,0.01,0:00.18,214%,16634
0.38,0.01,0:00.18,210%,16634
0.30,0.03,0:00.16,208%,16634
0.35,0.01,0:00.17,207%,16634
0.32,0.01,0:00.15,217%,16634
0.35,0.01,0:00.17,209%,16634
0.31,0.02,0:00.16,208%,16634
0.33,0.02,0:00.17,210%,16634
0.36,0.02,0:00.18,212%,16634
0.34,0.01,0:00.17,208%,16634
0.35,0.01,0:00.18,208%,16634
0.35,0.00,0:00.16,216%,16634
0.33,0.02,0:00.16,212%,16634
0.36,0.02,0:00.19,205%,16634
0.34,0.01,0:00.17,210%,16634
0.34,0.02,0:00.17,213%,16634
0.35,0.02,0:00.17,213%,16634
0.38,0.01,0:00.18,215%,16634
0.31,0.02,0:00.15,215%,16634
0.32,0.04,0:00.17,209%,16634
0.34,0.01,0:00.17,208%,16634
0.34,0.02,0:00.17,207%,16634
0.31,0.04,0:00.17,210%,16634
0.32,0.03,0:00.17,207%,16634
0.33,0.02,0:00.17,209%,16634
0.37,0.01,0:00.18,207%,16634
0.34,0.02,0:00.17,214%,16634
0.34,0.02,0:00.17,211%,16634
0.30,0.03,0:00.15,210%,16634
0.38,0.01,0:00.19,207%,16634
0.30,0.03,0:00.16,210%,16634
0.31,0.01,0:00.15,216%,16634
0.33,0.03,0:00.17,204%,16634
0.33,0.01,0:00.16,210%,16634
0.35,0.01,0:00.17,211%,16634
0.34,0.02,0:00.17,212%,16634
0.36,0.01,0:00.17,213%,16634
0.37,0.01,0:00.18,206%,16634
0.36,0.03,0:00.18,214%,16634
0.35,0.00,0:00.16,218%,16634
0.31,0.02,0:00.15,210%,16634
0.30,0.02,0:00.15,215%,16634
0.36,0.01,0:00.17,216%,16634
0.30,0.02,0:00.15,210%,16634
0.27,0.04,0:00.15,204%,16634
0.36,0.02,0:00.19,203%,16634
0.32,0.03,0:00.17,206%,16634
0.35,0.03,0:00.19,205%,16634
0.33,0.02,0:00.17,207%,16634
0.32,0.02,0:00.16,214%,16634
0.35,0.01,0:00.17,210%,16634
0.32,0.01,0:00.15,219%,16634
0.34,0.01,0:00.17,214%,16634
0.33,0.02,0:00.17,211%,16634
0.30,0.02,0:00.15,214%,16634
0.34,0.02,0:00.18,203%,16634
0.34,0.01,0:00.17,213%,16634
0.34,0.02,0:00.17,210%,16634
0.35,0.01,0:00.17,211%,16634
0.37,0.02,0:00.19,207%,16634
0.34,0.02,0:00.17,211%,16634
0.39,0.00,0:00.19,203%,16634
0.29,0.02,0:00.14,218%,16634
0.35,0.03,0:00.18,207%,16634
0.31,0.01,0:00.15,215%,16634
0.35,0.01,0:00.17,210%,16634
0.39,0.01,0:00.19,213%,16634
0.34,0.03,0:00.18,204%,16634
0.31,0.04,0:00.17,211%,16634
0.35,0.02,0:00.17,217%,16634
0.34,0.02,0:00.17,214%,16634
0.29,0.03,0:00.16,200%,16634
0.36,0.02,0:00.18,214%,16634
0.33,0.03,0:00.18,208%,16634
0.31,0.02,0:00.15,215%,16634
0.35,0.01,0:00.17,211%,16634
0.31,0.01,0:00.15,212%,16634
0.33,0.02,0:00.17,214%,16634
0.29,0.03,0:00.15,209%,16634
0.39,0.01,0:00.19,209%,16634
0.29,0.03,0:00.15,215%,16634
0.32,0.01,0:00.16,210%,16634
0.35,0.02,0:00.18,210%,16634
0.30,0.02,0:00.15,212%,16634
0.33,0.03,0:00.17,209%,16634
0.33,0.02,0:00.17,207%,16634
0.29,0.03,0:00.15,212%,16634
0.31,0.01,0:00.15,212%,16634
0.32,0.04,0:00.17,206%,16634
