User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
20.34,0.22,0:08.71,236%,955244
20.15,0.31,0:08.64,236%,955244
20.09,0.28,0:08.60,236%,955244
20.26,0.27,0:08.66,236%,955244
20.22,0.28,0:08.73,234%,955244
19.86,0.31,0:08.53,236%,955244
20.44,0.17,0:08.83,233%,955244
20.30,0.30,0:08.64,238%,955244
20.39,0.23,0:08.78,234%,955244
20.41,0.26,0:08.74,236%,955244
20.36,0.32,0:08.83,234%,955244
20.26,0.31,0:08.67,237%,955244
19.90,0.23,0:08.47,237%,955244
20.36,0.27,0:08.73,236%,955244
20.08,0.29,0:08.58,237%,955244
20.30,0.23,0:08.74,234%,955244
20.00,0.28,0:08.52,238%,955244
20.06,0.26,0:08.59,236%,955244
20.62,0.24,0:08.93,233%,955244
20.34,0.22,0:08.79,233%,955244
20.43,0.22,0:08.76,235%,955244
20.47,0.25,0:08.79,235%,955244
20.23,0.28,0:08.78,233%,955244
20.02,0.29,0:08.63,235%,955244
20.42,0.29,0:08.78,235%,955244
20.35,0.16,0:08.70,235%,955244
20.21,0.28,0:08.67,236%,955244
20.17,0.33,0:08.62,237%,955244
19.99,0.29,0:08.56,236%,955244
20.20,0.32,0:08.69,236%,955244
20.33,0.28,0:08.75,235%,955244
20.04,0.32,0:08.64,235%,955244
20.33,0.24,0:08.70,236%,955244
20.24,0.23,0:08.70,235%,955244
19.85,0.29,0:08.44,238%,955244
20.07,0.27,0:08.60,236%,955244
20.15,0.33,0:08.72,234%,955244
20.43,0.21,0:08.72,236%,955244
20.38,0.25,0:08.84,233%,955244
20.26,0.20,0:08.73,234%,955244
20.40,0.22,0:08.84,233%,955244
20.13,0.31,0:08.60,237%,955244
20.28,0.26,0:08.72,235%,955244
20.10,0.29,0:08.62,236%,955244
20.36,0.25,0:08.77,234%,955244
20.28,0.28,0:08.69,236%,955244
20.39,0.26,0:08.75,236%,955244
19.91,0.31,0:08.57,235%,955244
20.38,0.19,0:08.85,232%,955244
19.97,0.24,0:08.50,237%,955244
20.27,0.27,0:08.67,236%,955244
20.41,0.24,0:08.76,235%,955244
20.48,0.25,0:08.73,237%,955244
20.28,0.26,0:08.71,235%,955244
20.36,0.27,0:08.75,235%,955244
20.12,0.20,0:08.57,237%,955244
20.16,0.27,0:08.63,236%,955244
20.27,0.29,0:08.68,236%,955244
20.01,0.32,0:08.61,236%,955244
20.29,0.26,0:08.62,238%,955244
20.11,0.28,0:08.62,236%,955244
20.37,0.31,0:08.77,235%,955244
20.37,0.25,0:08.76,235%,955244
20.14,0.24,0:08.69,234%,955244
20.46,0.30,0:08.74,237%,955244
20.55,0.28,0:08.77,237%,955244
20.34,0.23,0:08.67,237%,955244
20.16,0.29,0:08.66,236%,955244
20.20,0.32,0:08.69,235%,955244
19.87,0.34,0:08.58,235%,955244
20.01,0.26,0:08.53,237%,955244
20.23,0.27,0:08.62,237%,955244
20.21,0.21,0:08.60,237%,955244
20.44,0.21,0:08.78,235%,955244
20.32,0.21,0:08.71,235%,955244
20.06,0.33,0:08.65,235%,955244
20.26,0.29,0:08.77,234%,955244
20.00,0.24,0:08.49,238%,955244
20.67,0.28,0:08.94,234%,955244
20.25,0.29,0:08.79,233%,955244
19.96,0.24,0:08.52,236%,955244
20.21,0.25,0:08.70,235%,955244
20.13,0.24,0:08.62,236%,955244
20.07,0.20,0:08.57,236%,955244
19.87,0.29,0:08.38,240%,955244
20.21,0.23,0:08.63,236%,955244
20.39,0.23,0:08.75,235%,955244
20.16,0.22,0:08.74,233%,955244
20.39,0.22,0:08.76,235%,955244
20.11,0.27,0:08.54,238%,955244
20.06,0.27,0:08.58,236%,955244
20.13,0.29,0:08.65,235%,955244
20.64,0.29,0:08.85,236%,955244
19.76,0.30,0:08.43,237%,955244
20.20,0.26,0:08.66,236%,955244
20.03,0.26,0:08.54,237%,955244
20.41,0.29,0:08.74,236%,955244
19.77,0.28,0:08.39,239%,955244
20.27,0.23,0:08.59,238%,955244
19.86,0.22,0:08.48,236%,955244
20.19,0.30,0:08.59,238%,955244
20.31,0.28,0:08.73,235%,955244
20.16,0.27,0:08.65,236%,955244
20.28,0.25,0:08.69,236%,955244
20.05,0.22,0:08.52,237%,955244
20.30,0.24,0:08.74,234%,955244
20.19,0.33,0:08.75,234%,955244
20.12,0.24,0:08.45,240%,955244
20.30,0.29,0:08.66,237%,955244
20.15,0.29,0:08.65,236%,955244
20.35,0.19,0:08.74,234%,955244
20.35,0.22,0:08.80,233%,955244
20.16,0.30,0:08.56,238%,955244
20.45,0.21,0:08.74,236%,955244
20.26,0.27,0:08.66,237%,955244
19.97,0.24,0:08.54,236%,955244
20.44,0.26,0:08.76,236%,955244
20.31,0.31,0:08.75,235%,955244
20.25,0.28,0:08.68,236%,955244
20.52,0.22,0:08.82,235%,955244
20.03,0.31,0:08.60,236%,955244
20.35,0.22,0:08.80,233%,955244
20.01,0.29,0:08.57,236%,955244
20.29,0.31,0:08.82,233%,955244
20.29,0.27,0:08.62,238%,955244
20.07,0.24,0:08.58,236%,955244
20.06,0.29,0:08.59,236%,955244
20.16,0.31,0:08.61,237%,955244
20.24,0.27,0:08.64,237%,955244
20.16,0.30,0:08.67,235%,955244
19.93,0.25,0:08.55,235%,955244
20.19,0.32,0:08.68,236%,955244
20.23,0.18,0:08.65,235%,955244
19.79,0.30,0:08.44,237%,955244
20.44,0.28,0:08.79,235%,955244
20.09,0.26,0:08.55,238%,955244
20.35,0.29,0:08.75,235%,955244
20.27,0.27,0:08.70,236%,955244
20.26,0.27,0:08.66,236%,955244
20.15,0.27,0:08.61,237%,955244
20.14,0.26,0:08.55,238%,955244
20.17,0.29,0:08.65,236%,955244
20.12,0.30,0:08.65,236%,955244
19.89,0.32,0:08.51,237%,955244
20.15,0.24,0:08.64,235%,955244
