User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
1.25,0.04,0:00.54,239%,61128
1.38,0.04,0:00.61,230%,61128
1.29,0.04,0:00.57,233%,61128
1.33,0.05,0:00.62,224%,61128
1.26,0.03,0:00.56,229%,61128
1.29,0.01,0:00.57,226%,61128
1.35,0.02,0:00.60,229%,61128
1.32,0.01,0:00.57,232%,61128
1.26,0.03,0:00.54,236%,61128
1.33,0.06,0:00.60,232%,61128
1.27,0.02,0:00.55,235%,61128
1.27,0.03,0:00.57,231%,61128
1.28,0.02,0:00.57,227%,61128
1.29,0.04,0:00.58,229%,61128
1.31,0.05,0:00.58,232%,61128
1.26,0.04,0:00.55,234%,61128
1.33,0.03,0:00.59,230%,61128
1.28,0.01,0:00.56,230%,61128
1.29,0.03,0:00.58,227%,61128
1.30,0.03,0:00.58,231%,61128
1.28,0.04,0:00.58,228%,61128
1.27,0.05,0:00.58,229%,61128
1.40,0.02,0:00.60,235%,61128
1.26,0.03,0:00.56,226%,61128
1.30,0.03,0:00.57,233%,61128
1.28,0.04,0:00.57,229%,61128
1.32,0.04,0:00.60,225%,61128
1.36,0.03,0:00.60,230%,61128
1.27,0.01,0:00.56,228%,61128
1.34,0.05,0:00.61,228%,61128
1.30,0.03,0:00.58,228%,61128
1.40,0.02,0:00.62,227%,61128
1.29,0.04,0:00.57,233%,61128
1.31,0.04,0:00.59,229%,61128
1.28,0.01,0:00.56,230%,61128
1.31,0.03,0:00.61,220%,61128
1.31,0.03,0:00.58,229%,61128
1.27,0.01,0:00.54,238%,61128
1.23,0.04,0:00.56,228%,61128
1.30,0.03,0:00.57,233%,61128
1.30,0.05,0:00.60,225%,61128
1.37,0.02,0:00.62,223%,61128
1.33,0.02,0:00.58,232%,61128
1.31,0.06,0:00.60,227%,61128
1.27,0.04,0:00.57,229%,61128
1.26,0.03,0:00.54,238%,61128
1.34,0.02,0:00.60,226%,61128
1.28,0.02,0:00.56,233%,61128
1.22,0.04,0:00.53,235%,61128
1.23,0.04,0:00.54,234%,61128
1.29,0.04,0:00.58,230%,61128
1.35,0.05,0:00.62,225%,61128
1.34,0.02,0:00.61,223%,61128
1.27,0.02,0:00.55,237%,61128
1.37,0.02,0:00.62,224%,61128
1.35,0.06,0:00.60,233%,61128
1.29,0.06,0:00.58,232%,61128
1.34,0.03,0:00.59,232%,61128
1.32,0.02,0:00.59,225%,61128
1.24,0.04,0:00.57,226%,61128
1.27,0.03,0:00.56,232%,61128
1.30,0.03,0:00.58,227%,61128
1.30,0.02,0:00.58,228%,61128
1.33,0.04,0:00.59,231%,61128
1.32,0.06,0:00.61,225%,61128
1.27,0.04,0:00.56,234%,61128
1.33,0.04,0:00.59,229%,61128
1.29,0.02,0:00.57,227%,61128
1.31,0.03,0:00.58,231%,61128
1.18,0.02,0:00.51,234%,61128
1.23,0.04,0:00.55,231%,61128
1.32,0.03,0:00.58,230%,61128
1.26,0.04,0:00.57,228%,61128
1.34,0.03,0:00.60,227%,61128
1.29,0.03,0:00.57,231%,61128
1.26,0.04,0:00.56,230%,61128
1.24,0.04,0:00.56,228%,61128
1.25,0.03,0:00.54,234%,61128
1.39,0.04,0:00.62,229%,61128
1.30,0.04,0:00.58,232%,61128
1.33,0.03,0:00.60,227%,61128
1.24,0.03,0:00.55,231%,61128
1.27,0.03,0:00.57,228%,61128
1.27,0.05,0:00.57,230%,61128
1.32,0.02,0:00.58,230%,61128
1.26,0.04,0:00.57,225%,61128
1.38,0.01,0:00.61,225%,61128
1.27,0.01,0:00.56,229%,61128
1.29,0.04,0:00.57,233%,61128
1.25,0.03,0:00.55,232%,61128
1.39,0.03,0:00.62,227%,61128
1.26,0.03,0:00.56,230%,61128
