User-Time,System-Time,Elapsed-Time,CPU-Usage,Compacted-File-Size
0.65,0.03,0:00.31,219%,32024
0.65,0.03,0:00.29,229%,32024
0.63,0.02,0:00.29,224%,32024
0.67,0.04,0:00.31,223%,32024
0.63,0.02,0:00.29,224%,32024
0.70,0.01,0:00.32,218%,32024
0.65,0.01,0:00.29,223%,32024
0.61,0.02,0:00.28,224%,32024
0.62,0.01,0:00.29,217%,32024
0.67,0.03,0:00.31,224%,32024
0.62,0.04,0:00.29,230%,32024
0.65,0.02,0:00.30,220%,32024
0.62,0.03,0:00.29,226%,32024
0.63,0.03,0:00.29,224%,32024
0.60,0.03,0:00.28,223%,32024
0.66,0.02,0:00.30,223%,32024
0.68,0.02,0:00.31,222%,32024
0.67,0.02,0:00.30,225%,32024
0.63,0.03,0:00.29,227%,32024
0.60,0.03,0:00.26,236%,32024
0.63,0.02,0:00.29,222%,32024
0.65,0.02,0:00.29,227%,32024
0.69,0.02,0:00.32,222%,32024
0.64,0.04,0:00.31,218%,32024
0.67,0.03,0:00.32,218%,32024
0.68,0.02,0:00.31,224%,32024
0.62,0.03,0:00.29,225%,32024
0.62,0.03,0:00.29,222%,32024
0.65,0.02,0:00.30,223%,32024
0.66,0.03,0:00.31,223%,32024
0.69,0.02,0:00.32,220%,32024
0.64,0.03,0:00.30,222%,32024
0.64,0.01,0:00.29,225%,32024
0.66,0.02,0:00.31,223%,32024
0.62,0.01,0:00.28,227%,32024
0.66,0.01,0:00.29,226%,32024
0.65,0.04,0:00.30,227%,32024
0.66,0.02,0:00.30,224%,32024
0.63,0.03,0:00.29,225%,32024
0.66,0.02,0:00.29,233%,32024
0.65,0.02,0:00.30,220%,32024
0.62,0.04,0:00.29,224%,32024
0.62,0.03,0:00.29,223%,32024
0.66,0.04,0:00.31,223%,32024
0.62,0.02,0:00.29,221%,32024
0.66,0.01,0:00.30,223%,32024
0.75,0.02,0:00.34,224%,32024
0.69,0.02,0:00.31,229%,32024
0.69,0.01,0:00.31,228%,32024
0.66,0.03,0:00.31,225%,32024
0.66,0.03,0:00.31,220%,32024
0.67,0.04,0:00.32,217%,32024
0.66,0.03,0:00.32,219%,32024
0.61,0.02,0:00.29,220%,32024
0.69,0.02,0:00.32,221%,32024
0.72,0.02,0:00.32,227%,32024
0.64,0.03,0:00.29,229%,32024
0.61,0.04,0:00.29,225%,32024
0.61,0.03,0:00.29,217%,32024
0.68,0.03,0:00.31,227%,32024
0.63,0.03,0:00.29,227%,32024
0.67,0.02,0:00.31,223%,32024
0.66,0.02,0:00.31,217%,32024
0.65,0.02,0:00.30,223%,32024
0.68,0.03,0:00.31,224%,32024
0.62,0.02,0:00.29,220%,32024
0.62,0.03,0:00.29,226%,32024
0.67,0.01,0:00.30,225%,32024
0.64,0.02,0:00.30,218%,32024
0.69,0.03,0:00.33,214%,32024
0.66,0.01,0:00.31,216%,32024
0.63,0.02,0:00.30,220%,32024
0.63,0.03,0:00.30,219%,32024
0.64,0.01,0:00.29,223%,32024
0.67,0.02,0:00.30,227%,32024
0.63,0.02,0:00.29,224%,32024
0.64,0.02,0:00.28,232%,32024
0.61,0.04,0:00.29,227%,32024
0.67,0.04,0:00.32,222%,32024
0.62,0.02,0:00.28,230%,32024
0.63,0.01,0:00.29,216%,32024
0.65,0.01,0:00.31,213%,32024
0.67,0.03,0:00.31,224%,32024
0.67,0.02,0:00.31,225%,32024
0.70,0.02,0:00.32,221%,32024
0.61,0.03,0:00.28,223%,32024
0.64,0.01,0:00.30,218%,32024
0.61,0.01,0:00.27,226%,32024
0.69,0.01,0:00.32,219%,32024
0.65,0.02,0:00.30,216%,32024
0.63,0.03,0:00.30,225%,32024
0.63,0.02,0:00.29,225%,32024
0.67,0.05,0:00.33,218%,32024
0.64,0.01,0:00.30,216%,32024
0.64,0.03,0:00.30,219%,32024
0.68,0.02,0:00.31,223%,32024
0.67,0.01,0:00.31,218%,32024
0.68,0.03,0:00.32,221%,32024
0.63,0.02,0:00.29,223%,32024
0.69,0.02,0:00.31,227%,32024
0.67,0.02,0:00.31,227%,32024
0.66,0.03,0:00.31,224%,32024
0.66,0.01,0:00.30,223%,32024
0.60,0.03,0:00.28,224%,32024
0.66,0.03,0:00.31,219%,32024
0.63,0.02,0:00.29,222%,32024
0.63,0.04,0:00.30,224%,32024
0.65,0.02,0:00.30,222%,32024
0.65,0.02,0:00.30,225%,32024
0.64,0.01,0:00.29,226%,32024
0.65,0.02,0:00.30,226%,32024
0.63,0.03,0:00.29,229%,32024
0.68,0.02,0:00.31,221%,32024
0.65,0.03,0:00.31,216%,32024
0.62,0.02,0:00.29,222%,32024
0.62,0.02,0:00.29,223%,32024
0.71,0.02,0:00.33,218%,32024
